com.fsck.k9#50000:	  Your app will not work on my tcl 5056 n.... Then again I am smart and use a vpn.... Dumb ass 
com.fsck.k9#51494:	   So many times i've tried k9 mail now and came back disappointed every time. It crashes randomly, is impossible to set up with Exchange and does not even properly support Push! The app boasts to be best android email app but in fact is not even better than the stock android mail client. Quite the contrary! In stock client you just enter MS Exchange email address and password, done. Not so in k9! Maybe one day when k9 mail does not suck I'll give it 5 stars. Until then, 1 star for repeatedly wasting my time. 
com.fsck.k9#51495:	   Have used this app happily for years but recently new emails have started coming in as if they're already read and with no notification. I've missed quite a few important emails because of it. Please fix. 
com.fsck.k9#51497:	   Read emails turn as unread. App should keep local statuses for mails and check when status is properly updated with server if not then do it again. Communication with email servers hang and this also causes emails transferred to folders not going there and reappear in Inbox. Reading mails from search results is extremely slow (15 sec to open a mail). Should fix the source code but have no time. //arl 
com.fsck.k9#51502:	   Has been working great for years, now all of the sudden it will not poll my emails - love the app, but if it doesn't work will have to uninstall.... 
com.fsck.k9#51503:	   This was my go to mail client for years. I was comfortable with it and loved it. Recently, I have had some issues I can't resolve and there doesn't seem to be an easy way to get tech support. The issue now is that gmails keep getting pulled down to phone even after read and deleted on phone. Only non read mail should be pulled down. I'm looking for a new app as I can't figure out how to fix what should normally be an easy fix. 
com.fsck.k9#51506:	   Nice app, quick developer response to fix issues created by new Android releases 
com.fsck.k9#51507:	   Used to be great. Now get annoying certificate errors. 
com.fsck.k9#51508:	   This is one of the best Email apps on android. .I can even get microsoft exchange on it. The only problem I am having is getting Microsoft Outlook to work on it. Also I wish it had widgets. Probably should have given it 5 stars. 
com.fsck.k9#51518:	  I have used this for a while, and it was great. Now, for some reason, it is so slow as to be unusable. Scrolling the list of messages takes 10 seconds or more, so long that the Android says the app is unresponsive. I have taken the steps to clear data, but that has not helped. If they get it fixed, I'll give it 5 stars again. That is, if I go back to it, as I HAVE to find another email app. This one is not at all usable. 
com.fsck.k9#51519:	   Used to really like. I changed my password on on Gmail and for some reason refuses to take my new password. The app doesn't give proper error messages so I have no idea what is wrong. Google complains that this app doesn't meet security standards anymore. Was great hoping it gets fixed up but for now I am begrudgingly moving to the official Gmail app 
com.fsck.k9#51527:	   Not sure what's going on. I've been using this for years and all of a sudden it's slowed to a crawl. Just picking emails to delete has been a nightmare. I've compacted the database, deleted trash emails, nothing works to speed this up anymore. Please fix it. 
com.fsck.k9#51534:	   But lately seems to be having problems. I get certificate errors every couple of weeks and the only recommended solution is to delete and reinstall my accounts. It also seems to forget that I want messages deleted from the server anytime an update to the software is made, causing me to have to delete email twice, the second time when I use a different device. 
com.fsck.k9#51535:	  Great app, never fails! 
com.fsck.k9#51538:	  k9-Mail app does not have Exchange Active Sync Support. I liked the App but no Activesync... Can't Use it 
com.fsck.k9#51541:	   I hate them, but the company I work for requires them. This means I can't use K-9. :( 
com.fsck.k9#51544:	   80% of the time, deleting email's results in crash notification: "Unfortunately K-9 Mail has stopped." just too irritating to accept. Submitting crash reports have resulted in no feedback from K-9 let alone a problem fix. It's really a shame because it has my favorite look & features. Manage 2 important POP3 email accounts & need better reliability /stability. 
com.fsck.k9#51554:	  Would not sync effectively 
com.fsck.k9#51557:	  It worked great until it decided not to update or reinstall anymore... Error code 505... 
com.fsck.k9#51562:	   Good app. Currently experiencing a bug where the contents of PGP signed emails disappears once the signature validation box appears. 
com.fsck.k9#51564:	   I love this app, but since the last update I can't open any attachments, not pictures or PDFs or Office documents. The opening application says the file is corrupt. 
com.fsck.k9#51574:	   I still have syncro problem with gmail... 
com.fsck.k9#51584:	   I have used this app for yrs but recently I have had to force stop it as it has been not responding. Unfortunately I'm going to have to find a different app until this is fixed! 
com.fsck.k9#51589:	   As of recent, adding Gmail accounts is broken using automatic settings. I receive an error about needing to sign in on the web. 
com.fsck.k9#51591:	   I've been using k9 for several years now, run 3 emails on it, without any issues. - download mails once and read them offline 
com.fsck.k9#51592:	   Great app, works flawlessly, only issue i have is on my gmail i have 3 other accounts linked to the same gmail account using pop3 accounts with gmail, while all of them do successfuly sync fine in the right folders, id like to see the option to reply from the same address, for eg if i recieve from email2 or 3, to use the same reply address it recieved from, rather than the master account mail, i otherwise cant complain, serves me flawlessly 
com.fsck.k9#51595:	   Now my phone only last about 10 hours (Samsung Galaxy S4). Please fix this. 
com.fsck.k9#51599:	   Recently this app hangs on sync. Sucks the life out of my phone and will not work without a full phone reboot. Sadly it may be time to find something else which saddens me greatly. 
com.fsck.k9#51604:	   Major issue with Google accounts and security will not let us sign in for an account 
com.fsck.k9#51607:	   Says it cannot connect to server yet the password is correct. Standard android mail app connects without problems. 
